Subject,Start Date,All Day Event,Description
🍂🗑 Yard Waste/Garbage Day,07-19-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,07-26-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-02-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,08-09-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-16-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,08-23-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-30-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,09-06-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,09-13-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,09-20-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,09-27-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,10-04-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,10-11-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,10-18-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,10-25-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,11-01-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,11-08-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,11-15-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,11-22-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,11-29-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,12-06-22,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,12-13-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🗑 Garbage Day,12-20-22,TRUE,Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,12-27-22,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🎄🗑 Christmas Tree/Garbage Day,01-03-23,TRUE,Christmas Tree/Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,01-10-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🎄🗑 Christmas Tree/Garbage Day,01-17-23,TRUE,Christmas Tree/Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,01-24-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🗑 Garbage Day,01-31-23,TRUE,Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,02-07-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🗑 Garbage Day,02-14-23,TRUE,Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,02-21-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🗑 Garbage Day,02-28-23,TRUE,Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,03-07-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,03-14-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,03-21-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,03-28-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,04-04-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,04-11-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,04-18-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,04-25-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,05-02-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,05-09-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,05-16-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,05-23-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,05-30-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,06-06-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,06-13-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,06-20-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,06-27-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,07-04-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,07-11-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,07-18-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,07-25-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-01-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,08-08-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-15-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,08-22-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,08-29-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,09-05-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,09-12-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,09-19-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,09-26-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,10-03-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,10-10-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,10-17-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,10-24-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,10-31-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,11-07-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,11-14-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,11-21-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,11-28-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🍂🗑 Yard Waste/Garbage Day,12-05-23,TRUE,Garbage/Green Bin/Yard Waste - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,12-12-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
🗑 Garbage Day,12-19-23,TRUE,Garbage/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/houses/what-goes-in-my-green-bin/
♻️ Recycling Day,12-26-23,TRUE,Recycling/Green Bin - See https://www.toronto.ca/services-payments/recycling-organics-garbage/waste-wizard/
